family,accuracy_fer2013_bs32,accuracy_fer2013_bs64,accuracy_fer2013_delta,macro_f1_fer2013_bs32,macro_f1_fer2013_bs64,macro_f1_fer2013_delta,accuracy_fane_bs32,accuracy_fane_bs64,accuracy_fane_delta,macro_f1_fane_bs32,macro_f1_fane_bs64,macro_f1_fane_delta,best_val_loss_bs32,best_val_loss_bs64,best_val_loss_delta
custom_cnn,0.5590693786570076,0.6111730286988019,-0.05210365004179429,0.4480815842655718,0.520349211872194,-0.07226762760662214,0.34827011254689455,0.34618591079616506,0.0020842017507294863,0.2925804586621227,0.29414149893121116,-0.0015610402690884873,1.2863242626190186,1.1665194034576416,0.11980485916137695
